bioguide_id,govtrack_id,opensecrets_id,fec_ids,wikipedia_id,full_name,first_name,last_name,middle_name,nickname,official_full,birthday,age_2024,age_2020,gender,religion,party,party_clean,state,chamber,type,district,senate_class,state_rank,first_relevant_term_start,latest_term_start,latest_term_end,num_relevant_terms,seniority_years,is_current,retirement_year,retired_during_period,is_senate,is_house,source,phone,fax,address,office,website,contact_form,rss_url,twitter,facebook,youtube,instagram,committees_list,num_committees
F000062,300043,N00007364,['S0CA00199'],Dianne Feinstein,Dianne Feinstein,Dianne,Feinstein,,,Dianne Feinstein,1933-06-22,91,87,F,,Democrat,D,CA,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2023-09-28,1,4.74,False,2023,True,True,False,historical,202-224-3841,,331 Hart Senate Office Building Washington DC 20510,331 Hart Senate Office Building,https://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,http://www.feinstein.senate.gov/public/?a=rss.feed,,,,,,0
C001084,412470,N00032019,['H0RI01073'],David Cicilline,David Cicilline,David,Cicilline,N.,,David N. Cicilline,1961-07-15,63,59,M,,Democrat,D,RI,House,rep,1.0,,,2019-01-03,2023-01-03,2023-05-31,3,4.41,False,2023,True,False,True,historical,202-225-4911,,2233 Rayburn House Office Building Washington DC 20515-3901,2233 Rayburn House Office Building,https://cicilline.house.gov,,http://cicilline.house.gov/rss.xml,,,,,,0
S001192,412581,N00033932,['H2UT02324'],Chris Stewart (politician),Chris Stewart,Chris,Stewart,,,Chris Stewart,1960-07-15,64,60,M,,Republican,R,UT,House,rep,2.0,,,2019-01-03,2023-01-03,2023-09-15,3,4.7,False,2023,True,False,True,historical,202-225-9730,,166 Cannon House Office Building Washington DC 20515-4402,166 Cannon House Office Building,https://stewart.house.gov,,http://stewart.house.gov/rss.xml,,,,,,0
S001222,456921,,['H0NY03083'],George Santos,George Santos,George,Santos,Anthony Devolder,,George Santos,1988-07-22,36,32,M,,Republican,R,NY,House,rep,3.0,,,2023-01-03,2023-01-03,2023-12-01,1,0.91,False,2023,True,False,True,historical,202-225-3335,,1117 Longworth House Office Building Washington DC 20515-3203,1117 Longworth House Office Building,https://santos.house.gov/,,,,,,,,0
M001165,412190,N00028152,['H6CA22125'],Kevin McCarthy,Kevin McCarthy,Kevin,McCarthy,,,Kevin McCarthy,1965-01-26,59,55,M,,Republican,R,CA,House,rep,20.0,,,2019-01-03,2023-01-03,2023-12-31,3,4.99,False,2023,True,False,True,historical,202-225-2915,,2468 Rayburn House Office Building Washington DC 20515-0520,2468 Rayburn House Office Building,https://kevinmccarthy.house.gov,,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,,,,,,0
J000292,412460,N00032088,['H0OH06189'],Bill Johnson (Ohio politician),Bill Johnson,Bill,Johnson,,,Bill Johnson,1954-11-10,70,66,M,,Republican,R,OH,House,rep,6.0,,,2019-01-03,2023-01-03,2024-01-21,3,5.05,False,2024,True,False,True,historical,202-225-5705,,2082 Rayburn House Office Building Washington DC 20515-3506,2082 Rayburn House Office Building,https://billjohnson.house.gov,,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,,,,,,0
H001038,400641,N00027060,['H4NY27076'],Brian Higgins,Brian Higgins,Brian,Higgins,M.,,Brian Higgins,1959-10-06,65,61,M,,Democrat,D,NY,House,rep,26.0,,,2019-01-03,2023-01-03,2024-02-02,3,5.08,False,2024,True,False,True,historical,202-225-3306,,2269 Rayburn House Office Building Washington DC 20515-3226,2269 Rayburn House Office Building,https://higgins.house.gov,,http://higgins.house.gov/rss.xml,,,,,,0
P000604,412506,N00034639,['H2NJ10154'],Donald Payne Jr.,Donald Payne,Donald,Payne,M.,,"Donald M. Payne, Jr.",1958-12-17,66,62,M,,Democrat,D,NJ,House,rep,10.0,,,2019-01-03,2023-01-03,2024-04-24,3,5.31,False,2024,True,False,True,historical,202-225-3436,,106 Cannon House Office Building Washington DC 20515-3010,106 Cannon House Office Building,https://payne.house.gov,,http://payne.house.gov/rss.xml,,,,,,0
B001297,412619,N00030829,"['S0CO00237', 'H4CO04090']",Ken Buck,Ken Buck,Ken,Buck,,,Ken Buck,1959-02-16,65,61,M,,Republican,R,CO,House,rep,4.0,,,2019-01-03,2023-01-03,2024-03-22,3,5.22,False,2024,True,False,True,historical,202-225-4676,,2455 Rayburn House Office Building Washington DC 20515-0604,2455 Rayburn House Office Building,https://buck.house.gov,,,,,,,,0
G000579,412731,N00039330,['H6WI08155'],Mike Gallagher (American politician),Mike Gallagher,Mike,Gallagher,,,Mike Gallagher,1984-03-03,40,36,M,,Republican,R,WI,House,rep,8.0,,,2019-01-03,2023-01-03,2024-04-24,3,5.31,False,2024,True,False,True,historical,202-225-5665,,1211 Longworth House Office Building Washington DC 20515-4908,1211 Longworth House Office Building,https://gallagher.house.gov,,,,,,,,0
J000032,400199,N00005818,['H4TX18054'],Sheila Jackson Lee,Sheila Jackson Lee,Sheila,Jackson Lee,,,Sheila Jackson Lee,1950-01-12,74,70,F,,Democrat,D,TX,House,rep,18.0,,,2019-01-03,2023-01-03,2024-07-19,3,5.55,False,2024,True,False,True,historical,202-225-3816,,2314 Rayburn House Office Building Washington DC 20515-4318,2314 Rayburn House Office Building,https://jacksonlee.house.gov,,http://jacksonlee.house.gov/news/rss.aspx,,,,,,0
P000096,400309,N00000751,['H6NJ08118'],Bill Pascrell,Bill Pascrell,Bill,Pascrell,J.,,"Bill Pascrell, Jr.",1937-01-25,87,83,M,,Democrat,D,NJ,House,rep,9.0,,,2019-01-03,2023-01-03,2024-08-21,3,5.64,False,2024,True,False,True,historical,202-225-5751,,2409 Rayburn House Office Building Washington DC 20515-3009,2409 Rayburn House Office Building,https://pascrell.house.gov,,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,,,,,,0
M000639,400272,N00000699,"['H2NJ13075', 'S6NJ00289']",Bob Menendez,Robert Menendez,Robert,Menendez,,Bob,Robert Menendez,1954-01-01,70,66,M,,Democrat,D,NJ,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2024-08-20,1,5.63,False,2024,True,True,False,historical,202-224-4744,,528 Hart Senate Office Building Washington DC 20510,528 Hart Senate Office Building,https://www.menendez.senate.gov,https://www.menendez.senate.gov/contact,http://www.menendez.senate.gov/rss/feeds/index.cfm?type=news,,,,,,0
G000578,412690,N00039503,['H6FL01119'],Matt Gaetz,Matt Gaetz,Matt,Gaetz,,,Matt Gaetz,1982-05-07,42,38,M,,Republican,R,FL,House,rep,1.0,,,2019-01-03,2023-01-03,2024-11-13,3,5.87,False,2024,True,False,True,historical,202-225-4136,,2021 Rayburn House Office Building Washington DC 20515-0901,2021 Rayburn House Office Building,https://gaetz.house.gov,,,,,,,,0
B001320,456954,,[],Laphonza Butler,Laphonza Butler,Laphonza,Butler,Romanique,,Laphonza R. Butler,1979-05-11,45,41,F,,Democrat,D,CA,Senate,sen,,1.0,junior,2023-10-03,2023-10-03,2024-12-08,1,1.18,False,2024,True,True,False,historical,202-224-3841,,112 Hart Senate Office Building Washington DC 20510,112 Hart Senate Office Building,https://www.butler.senate.gov,https://www.butler.senate.gov/share-your-opinion/,,,,,,,0
H001097,456961,,[],George Helmy,George Helmy,George,Helmy,S.,,George S. Helmy,1979-10-27,45,41,M,,Democrat,D,NJ,Senate,sen,,1.0,junior,2024-09-09,2024-09-09,2024-12-08,1,0.25,False,2024,True,True,False,historical,202-224-4744,,528 Hart Senate Office Building Washington DC 20510,528 Hart Senate Office Building,https://www.helmy.senate.gov,,,,,,,,0
A000377,412794,N00042868,['H8ND00096'],Kelly Armstrong,Kelly Armstrong,Kelly,Armstrong,,,Kelly Armstrong,1976-10-08,48,44,M,,Republican,R,ND,House,rep,0.0,,,2019-01-03,2023-01-03,2024-12-14,3,5.95,False,2024,True,False,True,historical,202-225-2611,,2235 Rayburn House Office Building Washington DC 20515-3400,2235 Rayburn House Office Building,https://armstrong.house.gov,,,,,,,,0
B000944,400050,N00003535,"['H2OH13033', 'S6OH00163']",Sherrod Brown,Sherrod Brown,Sherrod,Brown,,,Sherrod Brown,1952-11-09,72,68,M,,Democrat,D,OH,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-2315,,503 Hart Senate Office Building Washington DC 20510,503 Hart Senate Office Building,https://www.brown.senate.gov,https://www.brown.senate.gov/contact/,http://www.brown.senate.gov/rss/feeds/?type=all&amp;,,,,,,0
C000141,400064,N00001955,"['H6MD03177', 'S6MD03177']",Ben Cardin,Benjamin Cardin,Benjamin,Cardin,L.,,Benjamin L. Cardin,1943-10-05,81,77,M,,Democrat,D,MD,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-4524,,509 Hart Senate Office Building Washington DC 20510,509 Hart Senate Office Building,https://www.cardin.senate.gov,https://www.cardin.senate.gov/contact/,http://www.cardin.senate.gov/rss/feeds/?type=all,,,,,,0
C000174,300019,N00012508,['S8DE00079'],Tom Carper,Thomas Carper,Thomas,Carper,Richard,,Thomas R. Carper,1947-01-23,77,73,M,,Democrat,D,DE,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-2441,,513 Hart Senate Office Building Washington DC 20510,513 Hart Senate Office Building,https://www.carper.senate.gov,https://www.carper.senate.gov/contact/,http://www.carper.senate.gov/public/index.cfm/rss/feed,,,,,,0
C001070,412246,N00027503,['S6PA00217'],Bob Casey Jr.,Robert Casey,Robert,Casey,P.,Bob,"Robert P. Casey, Jr.",1960-04-13,64,60,M,,Democrat,D,PA,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-6324,,393 Russell Senate Office Building Washington DC 20510,393 Russell Senate Office Building,https://www.casey.senate.gov,https://www.casey.senate.gov/contact,http://www.casey.senate.gov/rss/feeds/?all,,,,,,0
S000770,300093,N00004118,"['S8MI00281', 'H6MI08163']",Debbie Stabenow,Debbie Stabenow,Debbie,Stabenow,Ann,,Debbie Stabenow,1950-04-29,74,70,F,,Democrat,D,MI,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-4822,,731 Hart Senate Office Building Washington DC 20510,731 Hart Senate Office Building,https://www.stabenow.senate.gov,https://www.stabenow.senate.gov/contact,http://stabenow.senate.gov/rss/?p=news,,,,,,0
T000464,412244,N00027605,['S6MT00162'],Jon Tester,Jon Tester,Jon,Tester,,,Jon Tester,1956-08-21,68,64,M,,Democrat,D,MT,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-2644,,311 Hart Senate Office Building Washington DC 20510,311 Hart Senate Office Building,https://www.tester.senate.gov,https://www.tester.senate.gov/?p=email_senator,http://www.tester.senate.gov/rss/?p=hot_topic,,,,,,0
M001183,412391,N00032838,['S0WV00090'],Joe Manchin,Joe Manchin,Joe,Manchin,,,"Joe Manchin, III",1947-08-24,77,73,M,,Independent,I,WV,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-3954,,306 Hart Senate Office Building Washington DC 20510,306 Hart Senate Office Building,https://www.manchin.senate.gov,https://www.manchin.senate.gov/public/index.cfm/contact-form,http://www.manchin.senate.gov/public/index.cfm/rss/feed,,,,,,0
B000574,400033,N00007727,['H6OR03064'],Earl Blumenauer,Earl Blumenauer,Earl,Blumenauer,,,Earl Blumenauer,1948-08-16,76,72,M,,Democrat,D,OR,House,rep,3.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-4811,,1111 Longworth House Office Building Washington DC 20515-3703,1111 Longworth House Office Building,https://blumenauer.house.gov,,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,,,,,,0
B001275,412427,N00031227,['H0IN08114'],Larry Bucshon,Larry Bucshon,Larry,Bucshon,,,Larry Bucshon,1962-05-31,62,58,M,,Republican,R,IN,House,rep,8.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-4636,,2313 Rayburn House Office Building Washington DC 20515-1408,2313 Rayburn House Office Building,https://bucshon.house.gov,,http://bucshon.house.gov/rss.xml,,,,,,0
B001248,400052,N00025219,['H2TX26093'],Michael C. Burgess,Michael Burgess,Michael,Burgess,C.,,Michael C. Burgess,1950-12-23,74,70,M,,Republican,R,TX,House,rep,26.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-7772,,2161 Rayburn House Office Building Washington DC 20515-4326,2161 Rayburn House Office Building,https://burgess.house.gov,,http://burgess.house.gov/news/rss.aspx,,,,,,0
D000615,412472,N00030752,['H0SC03077'],Jeff Duncan (politician),Jeff Duncan,Jeff,Duncan,,,Jeff Duncan,1966-01-07,58,54,M,,Republican,R,SC,House,rep,3.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5301,,2229 Rayburn House Office Building Washington DC 20515-4003,2229 Rayburn House Office Building,https://jeffduncan.house.gov,,http://jeffduncan.house.gov/rss.xml,,,,,,0
E000215,400124,N00007335,['H8CA12098'],Anna Eshoo,Anna Eshoo,Anna,Eshoo,G.,,Anna G. Eshoo,1942-12-13,82,78,F,,Democrat,D,CA,House,rep,16.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-8104,,272 Cannon House Office Building Washington DC 20515-0516,272 Cannon House Office Building,https://eshoo.house.gov,,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,,,,,,0
G000377,400157,N00008799,['H6TX12060'],Kay Granger,Kay Granger,Kay,Granger,,,Kay Granger,1943-01-18,81,77,F,,Republican,R,TX,House,rep,12.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5071,,2308 Rayburn House Office Building Washington DC 20515-4312,2308 Rayburn House Office Building,https://kaygranger.house.gov,,http://kaygranger.house.gov/rss.xml,,,,,,0
L000564,412191,N00028133,['H6CO05159'],Doug Lamborn,Doug Lamborn,Doug,Lamborn,,,Doug Lamborn,1954-05-24,70,66,M,,Republican,R,CO,House,rep,5.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-4422,,2371 Rayburn House Office Building Washington DC 20515-0605,2371 Rayburn House Office Building,https://lamborn.house.gov,,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,,,,,,0
L000551,400237,N00008046,['H8CA09060'],Barbara Lee,Barbara Lee,Barbara,Lee,,,Barbara Lee,1946-07-16,78,74,F,,Democrat,D,CA,House,rep,12.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2661,,2470 Rayburn House Office Building Washington DC 20515-0512,2470 Rayburn House Office Building,https://lee.house.gov,,http://lee.house.gov/rss.xml,,,,,,0
L000569,412292,N00030026,['H8MO09153'],Blaine Luetkemeyer,Blaine Luetkemeyer,Blaine,Luetkemeyer,,,Blaine Luetkemeyer,1952-05-07,72,68,M,,Republican,R,MO,House,rep,3.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2956,,2230 Rayburn House Office Building Washington DC 20515-2503,2230 Rayburn House Office Building,https://luetkemeyer.house.gov,,http://luetkemeyer.house.gov/news/rss.aspx,,,,,,0
M001156,400644,N00026627,['H4NC10047'],Patrick McHenry,Patrick McHenry,Patrick,McHenry,T.,,Patrick T. McHenry,1975-10-22,49,45,M,,Republican,R,NC,House,rep,10.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2576,,2134 Rayburn House Office Building Washington DC 20515-3310,2134 Rayburn House Office Building,https://mchenry.house.gov,,http://mchenry.house.gov/news/rss.aspx,,,,,,0
M001159,400659,N00026314,['H4WA05077'],Cathy McMorris Rodgers,Cathy McMorris Rodgers,Cathy,McMorris Rodgers,Anne,,Cathy McMorris Rodgers,1969-05-22,55,51,F,,Republican,R,WA,House,rep,5.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2006,,2188 Rayburn House Office Building Washington DC 20515-4705,2188 Rayburn House Office Building,https://mcmorris.house.gov,,http://mcmorris.house.gov/common/rss/?rss=96,,,,,,0
N000179,400290,N00006789,['H8CA34068'],Grace Napolitano,Grace Napolitano,Grace,Napolitano,F.,,Grace F. Napolitano,1936-12-04,88,84,F,,Democrat,D,CA,House,rep,31.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5256,,1610 Longworth House Office Building Washington DC 20515-0531,1610 Longworth House Office Building,https://napolitano.house.gov,,http://napolitano.house.gov/rss.xml,,,,,,0
P000599,412309,N00029662,['H8FL15107'],Bill Posey,Bill Posey,Bill,Posey,,,Bill Posey,1947-12-18,77,73,M,,Republican,R,FL,House,rep,8.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-3671,,2150 Rayburn House Office Building Washington DC 20515-0908,2150 Rayburn House Office Building,https://posey.house.gov,,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,,,,,,0
R000576,400349,N00025482,['H2MD02160'],Dutch Ruppersberger,C. Ruppersberger,C.,Ruppersberger,A. Dutch,,C. A. Dutch Ruppersberger,1946-01-31,78,74,M,,Democrat,D,MD,House,rep,2.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-3061,,2206 Rayburn House Office Building Washington DC 20515-2002,2206 Rayburn House Office Building,https://ruppersberger.house.gov,,http://dutch.house.gov/atom.xml,,,,,,0
S001177,412312,N00030418,['H8MP00041'],Gregorio Sablan,Gregorio Sablan,Gregorio,Sablan,Kilili Camacho,,Gregorio Kilili Camacho Sablan,1955-01-19,69,65,M,,Democrat,D,MP,House,rep,0.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2646,,2267 Rayburn House Office Building Washington DC 20515-5201,2267 Rayburn House Office Building,https://sablan.house.gov,,http://sablan.house.gov/rss.xml,,,,,,0
S001168,412212,N00027751,['H6MD03292'],John Sarbanes,John Sarbanes,John,Sarbanes,P.,,John P. Sarbanes,1962-05-22,62,58,M,,Democrat,D,MD,House,rep,3.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-4016,,2370 Rayburn House Office Building Washington DC 20515-2003,2370 Rayburn House Office Building,https://sarbanes.house.gov,,http://sarbanes.house.gov/rss_news.asp,,,,,,0
S001191,412509,N00033983,"['H2AZ09019', 'S8AZ00197']",Kyrsten Sinema,Kyrsten Sinema,Kyrsten,Sinema,,,Kyrsten Sinema,1976-07-12,48,44,F,,Independent,I,AZ,Senate,sen,,1.0,senior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-4521,,317 Hart Senate Office Building Washington DC 20510,317 Hart Senate Office Building,https://www.sinema.senate.gov,https://www.sinema.senate.gov/contact-kyrsten,,,,,,,0
C001097,412517,N00033373,['H2CA28113'],Tony Cárdenas,Tony Cárdenas,Tony,Cárdenas,,,Tony Cárdenas,1963-03-31,61,57,M,,Democrat,D,CA,House,rep,29.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-6131,,2181 Rayburn House Office Building Washington DC 20515-0529,2181 Rayburn House Office Building,https://cardenas.house.gov,,http://cardenas.house.gov/rss.xml,,,,,,0
K000380,412546,N00033395,['H2MI05119'],Dan Kildee,Daniel Kildee,Daniel,Kildee,T.,,Daniel T. Kildee,1958-08-11,66,62,M,,Democrat,D,MI,House,rep,8.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-3611,,200 Cannon House Office Building Washington DC 20515-2208,200 Cannon House Office Building,https://dankildee.house.gov,,http://dankildee.house.gov/rss.xml,,,,,,0
K000382,412557,N00030875,['H0NH02181'],Annie Kuster,Ann Kuster,Ann,Kuster,M.,,Ann M. Kuster,1956-09-05,68,64,F,,Democrat,D,NH,House,rep,2.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5206,,2201 Rayburn House Office Building Washington DC 20515-2902,2201 Rayburn House Office Building,https://kuster.house.gov,,http://kuster.house.gov/rss.xml,,,,,,0
W000815,412564,N00033310,['H2OH02085'],Brad Wenstrup,Brad Wenstrup,Brad,Wenstrup,R.,,Brad R. Wenstrup,1958-06-17,66,62,M,,Republican,R,OH,House,rep,2.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-3164,,2335 Rayburn House Office Building Washington DC 20515-3502,2335 Rayburn House Office Building,https://wenstrup.house.gov,,,,,,,,0
C001090,412571,N00034128,['H2PA17079'],Matt Cartwright,Matthew Cartwright,Matthew,Cartwright,A.,Matt,Matt Cartwright,1961-05-01,63,59,M,,Democrat,D,PA,House,rep,8.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5546,,2102 Rayburn House Office Building Washington DC 20515-3808,2102 Rayburn House Office Building,https://cartwright.house.gov,,http://cartwright.house.gov/rss.xml,,,,,,0
K000381,412583,N00034453,['H2WA06129'],Derek Kilmer,Derek Kilmer,Derek,Kilmer,,,Derek Kilmer,1974-01-01,50,46,M,,Democrat,D,WA,House,rep,6.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5916,,1226 Longworth House Office Building Washington DC 20515-4706,1226 Longworth House Office Building,https://kilmer.house.gov,,http://kilmer.house.gov/rss.xml,,,,,,0
G000577,412631,N00036135,['H4LA06153'],Garret Graves,Garret Graves,Garret,Graves,,,Garret Graves,1972-01-31,52,48,M,,Republican,R,LA,House,rep,6.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-3901,,2402 Rayburn House Office Building Washington DC 20515-1806,2402 Rayburn House Office Building,https://garretgraves.house.gov,,,,,,,,0
M001195,412662,N00033814,['H4WV02080'],Alex Mooney,Alexander Mooney,Alexander,Mooney,X.,,Alexander X. Mooney,1971-06-05,53,49,M,,Republican,R,WV,House,rep,2.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2711,,2228 Rayburn House Office Building Washington DC 20515-4802,2228 Rayburn House Office Building,https://mooney.house.gov,,,,,,,,0
F000465,412700,N00039090,['H6GA03113'],Drew Ferguson (politician),A. Ferguson,A.,Ferguson,Drew,,A. Drew Ferguson IV,1966-11-15,58,54,M,,Republican,R,GA,House,rep,3.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5901,,2239 Rayburn House Office Building Washington DC 20515-1003,2239 Rayburn House Office Building,https://ferguson.house.gov,,,,,,,,0
G000582,412723,N00037615,['H6PR00082'],Jenniffer González-Colón,Jenniffer González-Colón,Jenniffer,González-Colón,,,Jenniffer González-Colón,1976-08-05,48,44,F,,Republican,R,PR,House,rep,0.0,,,2017-01-03,2023-01-03,2025-01-03,3,8.01,True,2025,False,False,True,historical,202-225-2615,,2338 Rayburn House Office Building Washington DC 20515-5401,2338 Rayburn House Office Building,https://gonzalez-colon.house.gov,,,,,,,,0
L000589,412745,N00042056,['H8AZ08158'],Debbie Lesko,Debbie Lesko,Debbie,Lesko,,,Debbie Lesko,1958-11-14,66,62,F,,Republican,R,AZ,House,rep,8.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-4576,,1214 Longworth House Office Building Washington DC 20515-0308,1214 Longworth House Office Building,https://lesko.house.gov,,,,,,,,0
W000826,412751,N00041997,['H8PA15229'],Susan Wild,Susan Wild,Susan,Wild,Ellis,,Susan Wild,1957-06-07,67,63,F,,Democrat,D,PA,House,rep,7.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-6411,,1027 Longworth House Office Building Washington DC 20515-3807,1027 Longworth House Office Building,https://wild.house.gov,,,,,,,,0
P000618,412758,N00040865,['H8CA45130'],Katie Porter,Katie Porter,Katie,Porter,,,Katie Porter,1974-01-03,50,46,F,,Democrat,D,CA,House,rep,47.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5611,,1233 Longworth House Office Building Washington DC 20515-0547,1233 Longworth House Office Building,https://porter.house.gov,,,,,,,,0
P000615,412778,N00041956,['H8IN06129'],Greg Pence,Greg Pence,Greg,Pence,,,Greg Pence,1956-11-14,68,64,M,,Republican,R,IN,House,rep,6.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-3021,,404 Cannon House Office Building Washington DC 20515-1406,404 Cannon House Office Building,https://pence.house.gov,,,,,,,,0
T000483,412783,N00039122,['H6MD08549'],David Trone,David Trone,David,Trone,J.,,David J. Trone,1955-09-21,69,65,M,,Democrat,D,MD,House,rep,6.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2721,,2404 Rayburn House Office Building Washington DC 20515-2006,2404 Rayburn House Office Building,https://trone.house.gov,,,,,,,,0
P000616,412790,N00041134,['H8MN03143'],Dean Phillips,Dean Phillips,Dean,Phillips,,,Dean Phillips,1969-01-20,55,51,M,,Democrat,D,MN,House,rep,3.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2871,,2452 Rayburn House Office Building Washington DC 20515-2303,2452 Rayburn House Office Building,https://phillips.house.gov,,,,,,,,0
A000376,412828,N00040989,['H8TX32098'],Colin Allred,Colin Allred,Colin,Allred,Z.,,Colin Z. Allred,1983-04-15,41,37,M,,Democrat,D,TX,House,rep,32.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2231,,348 Cannon House Office Building Washington DC 20515-4332,348 Cannon House Office Building,https://allred.house.gov,,,,,,,,0
S001209,412833,N00041418,['H8VA07094'],Abigail Spanberger,Abigail Spanberger,Abigail,Spanberger,Davis,,Abigail Davis Spanberger,1979-08-07,45,41,F,,Democrat,D,VA,House,rep,7.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-2815,,562 Cannon House Office Building Washington DC 20515-4607,562 Cannon House Office Building,https://spanberger.house.gov,,,,,,,,0
W000825,412834,N00041002,['H8VA10106'],Jennifer Wexton,Jennifer Wexton,Jennifer,Wexton,,,Jennifer Wexton,1968-05-27,56,52,F,,Democrat,D,VA,House,rep,10.0,,,2019-01-03,2023-01-03,2025-01-03,3,6.01,True,2025,False,False,True,historical,202-225-5136,,1210 Longworth House Office Building Washington DC 20515-4610,1210 Longworth House Office Building,https://wexton.house.gov,,,,,,,,0
B001310,412839,N00041731,['S8IN00171'],Mike Braun,Mike Braun,Mike,Braun,,,Mike Braun,1954-03-24,70,66,M,,Republican,R,IN,Senate,sen,,1.0,junior,2019-01-03,2019-01-03,2025-01-03,1,6.01,True,2025,False,True,False,historical,202-224-4814,,404 Russell Senate Office Building Washington DC 20510,404 Russell Senate Office Building,https://www.braun.senate.gov,https://www.braun.senate.gov/contact-mike,,,,,,,0
