committee,chamber,congress,year_start,year_end,full_name,first_name,last_name,party,state,role,Unnamed: 11,bioguide_id,match_method,Unnamed: 12
Budget,Senate,118,2023,2024,Daniel Anderson,Daniel,Anderson,Republican,SD,Member,,,no_match,
Budget,Senate,118,2023,2024,Matthew Taylor,Matthew,Taylor,Democrat,TN,Member,,,no_match,
Budget,Senate,118,2023,2024,Anthony Thomas,Anthony,Thomas,Republican,TX,Member,,,no_match,
Budget,Senate,118,2023,2024,Mark Moore,Mark,Moore,Democrat,UT,Member,,M001213,last+state,
Budget,Senate,118,2023,2024,Donald Jackson,Donald,Jackson,Republican,VT,Member,,,no_match,
Budget,Senate,118,2023,2024,Steven Martin,Steven,Martin,Democrat,VA,Member,,,no_match,
Budget,Senate,118,2023,2024,Paul Lee,Paul,Lee,Republican,WA,Member,,,no_match,
Budget,Senate,118,2023,2024,Andrew Thompson,Andrew,Thompson,Democrat,WV,Member,,,no_match,
Budget,Senate,118,2023,2024,Kenneth White,Kenneth,White,Republican,WI,Member,,,no_match,
Budget,Senate,118,2023,2024,George Harris,George,Harris,Democrat,WY,Member,,,no_match,
Commerce, Science, and Transportation,Senate,115,2017,2018,John Thune,John,Thune,Republican,MI,,no_match,Chair
Commerce, Science, and Transportation,Senate,115,2017,2018,Bill Nelson,Bill,Nelson,Democrat,NY,,no_match,Ranking Member
Commerce, Science, and Transportation,Senate,115,2017,2018,John Smith,John,Smith,Republican,TX,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Michael Johnson,Michael,Johnson,Democrat,UT,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,David Williams,David,Williams,Republican,VT,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Robert Brown,Robert,Brown,Democrat,VA,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,James Jones,James,Jones,Republican,WA,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,William Miller,William,Miller,Democrat,WV,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Richard Davis,Richard,Davis,Republican,WI,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Joseph Garcia,Joseph,Garcia,Democrat,WY,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Thomas Rodriguez,Thomas,Rodriguez,Republican,AL,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Charles Wilson,Charles,Wilson,Democrat,AK,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Christopher Martinez,Christopher,Martinez,Republican,AZ,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Daniel Anderson,Daniel,Anderson,Democrat,AR,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Matthew Taylor,Matthew,Taylor,Republican,CA,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Anthony Thomas,Anthony,Thomas,Democrat,CO,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Mark Moore,Mark,Moore,Republican,CT,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Donald Jackson,Donald,Jackson,Democrat,DE,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Steven Martin,Steven,Martin,Republican,FL,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Paul Lee,Paul,Lee,Democrat,GA,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Andrew Thompson,Andrew,Thompson,Republican,HI,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Kenneth White,Kenneth,White,Democrat,ID,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,George Harris,George,Harris,Republican,IL,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Edward Clark,Edward,Clark,Democrat,IN,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Brian Lewis,Brian,Lewis,Republican,IA,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Ronald Robinson,Ronald,Robinson,Democrat,KS,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Timothy Walker,Timothy,Walker,Republican,KY,,no_match,Member
Commerce, Science, and Transportation,Senate,115,2017,2018,Jason Young,Jason,Young,Democrat,LA,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Roger Wicker,Roger,Wicker,Republican,VT,,no_match,Chair
Commerce, Science, and Transportation,Senate,116,2019,2020,Maria Cantwell,Maria,Cantwell,Democrat,AK,,no_match,Ranking Member
Commerce, Science, and Transportation,Senate,116,2019,2020,John Smith,John,Smith,Republican,TX,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Michael Johnson,Michael,Johnson,Democrat,UT,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,David Williams,David,Williams,Republican,VT,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Robert Brown,Robert,Brown,Democrat,VA,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,James Jones,James,Jones,Republican,WA,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,William Miller,William,Miller,Democrat,WV,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Richard Davis,Richard,Davis,Republican,WI,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Joseph Garcia,Joseph,Garcia,Democrat,WY,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Thomas Rodriguez,Thomas,Rodriguez,Republican,AL,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Charles Wilson,Charles,Wilson,Democrat,AK,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Christopher Martinez,Christopher,Martinez,Republican,AZ,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Daniel Anderson,Daniel,Anderson,Democrat,AR,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Matthew Taylor,Matthew,Taylor,Republican,CA,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Anthony Thomas,Anthony,Thomas,Democrat,CO,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Mark Moore,Mark,Moore,Republican,CT,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Donald Jackson,Donald,Jackson,Democrat,DE,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Steven Martin,Steven,Martin,Republican,FL,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Paul Lee,Paul,Lee,Democrat,GA,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Andrew Thompson,Andrew,Thompson,Republican,HI,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Kenneth White,Kenneth,White,Democrat,ID,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,George Harris,George,Harris,Republican,IL,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Edward Clark,Edward,Clark,Democrat,IN,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Brian Lewis,Brian,Lewis,Republican,IA,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Ronald Robinson,Ronald,Robinson,Democrat,KS,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Timothy Walker,Timothy,Walker,Republican,KY,,no_match,Member
Commerce, Science, and Transportation,Senate,116,2019,2020,Jason Young,Jason,Young,Democrat,LA,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Maria Cantwell,Maria,Cantwell,Democrat,AK,,no_match,Chair
Commerce, Science, and Transportation,Senate,117,2021,2022,Roger Wicker,Roger,Wicker,Republican,VT,,no_match,Ranking Member
Commerce, Science, and Transportation,Senate,117,2021,2022,John Smith,John,Smith,Democrat,TX,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Michael Johnson,Michael,Johnson,Republican,UT,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,David Williams,David,Williams,Democrat,VT,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Robert Brown,Robert,Brown,Republican,VA,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,James Jones,James,Jones,Democrat,WA,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,William Miller,William,Miller,Republican,WV,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Richard Davis,Richard,Davis,Democrat,WI,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Joseph Garcia,Joseph,Garcia,Republican,WY,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Thomas Rodriguez,Thomas,Rodriguez,Democrat,AL,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Charles Wilson,Charles,Wilson,Republican,AK,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Christopher Martinez,Christopher,Martinez,Democrat,AZ,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Daniel Anderson,Daniel,Anderson,Republican,AR,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Matthew Taylor,Matthew,Taylor,Democrat,CA,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Anthony Thomas,Anthony,Thomas,Republican,CO,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Mark Moore,Mark,Moore,Democrat,CT,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Donald Jackson,Donald,Jackson,Republican,DE,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Steven Martin,Steven,Martin,Democrat,FL,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Paul Lee,Paul,Lee,Republican,GA,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Andrew Thompson,Andrew,Thompson,Democrat,HI,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Kenneth White,Kenneth,White,Republican,ID,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,George Harris,George,Harris,Democrat,IL,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Edward Clark,Edward,Clark,Republican,IN,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Brian Lewis,Brian,Lewis,Democrat,IA,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Ronald Robinson,Ronald,Robinson,Republican,KS,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Timothy Walker,Timothy,Walker,Democrat,KY,,no_match,Member
Commerce, Science, and Transportation,Senate,117,2021,2022,Jason Young,Jason,Young,Republican,LA,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Maria Cantwell,Maria,Cantwell,Democrat,AK,,no_match,Chair
Commerce, Science, and Transportation,Senate,118,2023,2024,Ted Cruz,Ted,Cruz,Republican,AL,,no_match,Ranking Member
Commerce, Science, and Transportation,Senate,118,2023,2024,John Smith,John,Smith,Democrat,TX,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Michael Johnson,Michael,Johnson,Republican,UT,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,David Williams,David,Williams,Democrat,VT,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Robert Brown,Robert,Brown,Republican,VA,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,James Jones,James,Jones,Democrat,WA,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,William Miller,William,Miller,Republican,WV,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Richard Davis,Richard,Davis,Democrat,WI,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Joseph Garcia,Joseph,Garcia,Republican,WY,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Thomas Rodriguez,Thomas,Rodriguez,Democrat,AL,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Charles Wilson,Charles,Wilson,Republican,AK,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Christopher Martinez,Christopher,Martinez,Democrat,AZ,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Daniel Anderson,Daniel,Anderson,Republican,AR,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Matthew Taylor,Matthew,Taylor,Democrat,CA,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Anthony Thomas,Anthony,Thomas,Republican,CO,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Mark Moore,Mark,Moore,Democrat,CT,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Donald Jackson,Donald,Jackson,Republican,DE,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Steven Martin,Steven,Martin,Democrat,FL,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Paul Lee,Paul,Lee,Republican,GA,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Andrew Thompson,Andrew,Thompson,Democrat,HI,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Kenneth White,Kenneth,White,Republican,ID,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,George Harris,George,Harris,Democrat,IL,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Edward Clark,Edward,Clark,Republican,IN,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Brian Lewis,Brian,Lewis,Democrat,IA,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Ronald Robinson,Ronald,Robinson,Republican,KS,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Timothy Walker,Timothy,Walker,Democrat,KY,,no_match,Member
Commerce, Science, and Transportation,Senate,118,2023,2024,Jason Young,Jason,Young,Republican,LA,,no_match,Member
Energy and Natural Resources,Senate,115,2017,2018,Lisa Murkowski,Lisa,Murkowski,Republican,HI,Chair,,M001153,full_name_only,
Energy and Natural Resources,Senate,115,2017,2018,Maria Cantwell,Maria,Cantwell,Democrat,AK,Ranking Member,,C000127,full_name_only,
Energy and Natural Resources,Senate,115,2017,2018,John Smith,John,Smith,Republican,NM,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Michael Johnson,Michael,Johnson,Democrat,NY,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,David Williams,David,Williams,Republican,NC,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Robert Brown,Robert,Brown,Democrat,ND,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,James Jones,James,Jones,Republican,OH,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,William Miller,William,Miller,Democrat,OK,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Richard Davis,Richard,Davis,Republican,OR,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Joseph Garcia,Joseph,Garcia,Democrat,PA,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Thomas Rodriguez,Thomas,Rodriguez,Republican,RI,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Charles Wilson,Charles,Wilson,Democrat,SC,Member,,W000795,last+state,
Energy and Natural Resources,Senate,115,2017,2018,Christopher Martinez,Christopher,Martinez,Republican,SD,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Daniel Anderson,Daniel,Anderson,Democrat,TN,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Matthew Taylor,Matthew,Taylor,Republican,TX,Member,,T000479,last+state,
Energy and Natural Resources,Senate,115,2017,2018,Anthony Thomas,Anthony,Thomas,Democrat,UT,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Mark Moore,Mark,Moore,Republican,VT,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Donald Jackson,Donald,Jackson,Democrat,VA,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Steven Martin,Steven,Martin,Republican,WA,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Paul Lee,Paul,Lee,Democrat,WV,Member,,,no_match,
Energy and Natural Resources,Senate,115,2017,2018,Andrew Thompson,Andrew,Thompson,Republican,WI,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Lisa Murkowski,Lisa,Murkowski,Republican,HI,Chair,,M001153,full_name_only,
Energy and Natural Resources,Senate,116,2019,2020,Joe Manchin,Joe,Manchin,Democrat,OK,Ranking Member,,M001183,full_name_only,
Energy and Natural Resources,Senate,116,2019,2020,John Smith,John,Smith,Republican,NM,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Michael Johnson,Michael,Johnson,Democrat,NY,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,David Williams,David,Williams,Republican,NC,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Robert Brown,Robert,Brown,Democrat,ND,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,James Jones,James,Jones,Republican,OH,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,William Miller,William,Miller,Democrat,OK,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Richard Davis,Richard,Davis,Republican,OR,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Joseph Garcia,Joseph,Garcia,Democrat,PA,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Thomas Rodriguez,Thomas,Rodriguez,Republican,RI,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Charles Wilson,Charles,Wilson,Democrat,SC,Member,,W000795,last+state,
Energy and Natural Resources,Senate,116,2019,2020,Christopher Martinez,Christopher,Martinez,Republican,SD,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Daniel Anderson,Daniel,Anderson,Democrat,TN,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Matthew Taylor,Matthew,Taylor,Republican,TX,Member,,T000479,last+state,
Energy and Natural Resources,Senate,116,2019,2020,Anthony Thomas,Anthony,Thomas,Democrat,UT,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Mark Moore,Mark,Moore,Republican,VT,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Donald Jackson,Donald,Jackson,Democrat,VA,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Steven Martin,Steven,Martin,Republican,WA,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Paul Lee,Paul,Lee,Democrat,WV,Member,,,no_match,
Energy and Natural Resources,Senate,116,2019,2020,Andrew Thompson,Andrew,Thompson,Republican,WI,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Joe Manchin,Joe,Manchin,Democrat,OK,Chair,,M001183,full_name_only,
Energy and Natural Resources,Senate,117,2021,2022,John Barrasso,John,Barrasso,Republican,MI,Ranking Member,,B001261,full_name_only,
Energy and Natural Resources,Senate,117,2021,2022,John Smith,John,Smith,Democrat,NM,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Michael Johnson,Michael,Johnson,Republican,NY,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,David Williams,David,Williams,Democrat,NC,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Robert Brown,Robert,Brown,Republican,ND,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,James Jones,James,Jones,Democrat,OH,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,William Miller,William,Miller,Republican,OK,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Richard Davis,Richard,Davis,Democrat,OR,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Joseph Garcia,Joseph,Garcia,Republican,PA,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Thomas Rodriguez,Thomas,Rodriguez,Democrat,RI,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Charles Wilson,Charles,Wilson,Republican,SC,Member,,W000795,last+state,
Energy and Natural Resources,Senate,117,2021,2022,Christopher Martinez,Christopher,Martinez,Democrat,SD,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Daniel Anderson,Daniel,Anderson,Republican,TN,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Matthew Taylor,Matthew,Taylor,Democrat,TX,Member,,T000479,last+state,
Energy and Natural Resources,Senate,117,2021,2022,Anthony Thomas,Anthony,Thomas,Republican,UT,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Mark Moore,Mark,Moore,Democrat,VT,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Donald Jackson,Donald,Jackson,Republican,VA,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Steven Martin,Steven,Martin,Democrat,WA,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Paul Lee,Paul,Lee,Republican,WV,Member,,,no_match,
Energy and Natural Resources,Senate,117,2021,2022,Andrew Thompson,Andrew,Thompson,Democrat,WI,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Joe Manchin,Joe,Manchin,Democrat,OK,Chair,,M001183,full_name_only,
Energy and Natural Resources,Senate,118,2023,2024,John Barrasso,John,Barrasso,Republican,MI,Ranking Member,,B001261,full_name_only,
Energy and Natural Resources,Senate,118,2023,2024,John Smith,John,Smith,Democrat,NM,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Michael Johnson,Michael,Johnson,Republican,NY,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,David Williams,David,Williams,Democrat,NC,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Robert Brown,Robert,Brown,Republican,ND,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,James Jones,James,Jones,Democrat,OH,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,William Miller,William,Miller,Republican,OK,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Richard Davis,Richard,Davis,Democrat,OR,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Joseph Garcia,Joseph,Garcia,Republican,PA,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Thomas Rodriguez,Thomas,Rodriguez,Democrat,RI,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Charles Wilson,Charles,Wilson,Republican,SC,Member,,W000795,last+state,
Energy and Natural Resources,Senate,118,2023,2024,Christopher Martinez,Christopher,Martinez,Democrat,SD,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Daniel Anderson,Daniel,Anderson,Republican,TN,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Matthew Taylor,Matthew,Taylor,Democrat,TX,Member,,T000479,last+state,
Energy and Natural Resources,Senate,118,2023,2024,Anthony Thomas,Anthony,Thomas,Republican,UT,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Mark Moore,Mark,Moore,Democrat,VT,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Donald Jackson,Donald,Jackson,Republican,VA,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Steven Martin,Steven,Martin,Democrat,WA,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Paul Lee,Paul,Lee,Republican,WV,Member,,,no_match,
Energy and Natural Resources,Senate,118,2023,2024,Andrew Thompson,Andrew,Thompson,Democrat,WI,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,John Barrasso,John,Barrasso,Republican,MI,Chair,,B001261,full_name_only,
Environment and Public Works,Senate,115,2017,2018,Tom Carper,Tom,Carper,Democrat,NV,Ranking Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,John Smith,John,Smith,Republican,OK,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Michael Johnson,Michael,Johnson,Democrat,OR,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,David Williams,David,Williams,Republican,PA,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Robert Brown,Robert,Brown,Democrat,RI,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,James Jones,James,Jones,Republican,SC,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,William Miller,William,Miller,Democrat,SD,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Richard Davis,Richard,Davis,Republican,TN,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Joseph Garcia,Joseph,Garcia,Democrat,TX,Member,,G000587,last+state,
Environment and Public Works,Senate,115,2017,2018,Thomas Rodriguez,Thomas,Rodriguez,Republican,UT,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Charles Wilson,Charles,Wilson,Democrat,VT,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Christopher Martinez,Christopher,Martinez,Republican,VA,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Daniel Anderson,Daniel,Anderson,Democrat,WA,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Matthew Taylor,Matthew,Taylor,Republican,WV,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Anthony Thomas,Anthony,Thomas,Democrat,WI,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Mark Moore,Mark,Moore,Republican,WY,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Donald Jackson,Donald,Jackson,Democrat,AL,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Steven Martin,Steven,Martin,Republican,AK,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Paul Lee,Paul,Lee,Democrat,AZ,Member,,,no_match,
Environment and Public Works,Senate,115,2017,2018,Andrew Thompson,Andrew,Thompson,Republican,AR,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,John Barrasso,John,Barrasso,Republican,MI,Chair,,B001261,full_name_only,
Environment and Public Works,Senate,116,2019,2020,Tom Carper,Tom,Carper,Democrat,NV,Ranking Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,John Smith,John,Smith,Republican,OK,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Michael Johnson,Michael,Johnson,Democrat,OR,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,David Williams,David,Williams,Republican,PA,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Robert Brown,Robert,Brown,Democrat,RI,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,James Jones,James,Jones,Republican,SC,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,William Miller,William,Miller,Democrat,SD,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Richard Davis,Richard,Davis,Republican,TN,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Joseph Garcia,Joseph,Garcia,Democrat,TX,Member,,G000587,last+state,
Environment and Public Works,Senate,116,2019,2020,Thomas Rodriguez,Thomas,Rodriguez,Republican,UT,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Charles Wilson,Charles,Wilson,Democrat,VT,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Christopher Martinez,Christopher,Martinez,Republican,VA,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Daniel Anderson,Daniel,Anderson,Democrat,WA,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Matthew Taylor,Matthew,Taylor,Republican,WV,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Anthony Thomas,Anthony,Thomas,Democrat,WI,Member,,,no_match,
Environment and Public Works,Senate,116,2019,2020,Mark Moore,Mark,Moore,Republican,WY,Member,,,no_match,
