committee;chamber;congress;year_start;year_end;full_name;first_name;last_name;party;state;role;
Armed Services;House;115;2017;2018;Jimmy Panetta;Jimmy;Panetta;Democrat;CA;Member;
Energy and Commerce;House;115;2017;2018;Joe Barton;Joe;Barton;Republican;TX;Member;
Energy and Commerce;House;115;2017;2018;Fred Upton;Fred;Upton;Republican;MI;Member;
Energy and Commerce;House;115;2017;2018;John Shimkus;John;Shimkus;Republican;IL;Member;
Energy and Commerce;House;115;2017;2018;Michael C. Burgess;Michael C.;Burgess;Republican;TX;Member;
Energy and Commerce;House;115;2017;2018;Marsha Blackburn;Marsha;Blackburn;Republican;TN;Member;
Energy and Commerce;House;115;2017;2018;Steve Scalise;Steve;Scalise;Republican;LA;Member;
Energy and Commerce;House;115;2017;2018;Bob Latta;Bob;Latta;Republican;OH;Member;
Energy and Commerce;House;115;2017;2018;Cathy McMorris Rodgers;Cathy McMorris;Rodgers;Republican;WA;Member;
Energy and Commerce;House;115;2017;2018;Gregg Harper;Gregg;Harper;Republican;MS;Member;
Energy and Commerce;House;115;2017;2018;Leonard Lance;Leonard;Lance;Republican;NJ;Member;
Energy and Commerce;House;115;2017;2018;Brett Guthrie;Brett;Guthrie;Republican;KY;Member;
Energy and Commerce;House;115;2017;2018;Pete Olson;Pete;Olson;Republican;TX;Member;
Energy and Commerce;House;115;2017;2018;David McKinley;David;McKinley;Republican;WV;Member;
Energy and Commerce;House;115;2017;2018;Mike Pompeo;Mike;Pompeo;Republican;KS;Member;
Energy and Commerce;House;115;2017;2018;Adam Kinzinger;Adam;Kinzinger;Republican;IL;Member;
Energy and Commerce;House;115;2017;2018;Morgan Griffith;Morgan;Griffith;Republican;VA;Member;
Energy and Commerce;House;115;2017;2018;Gus Bilirakis;Gus;Bilirakis;Republican;FL;Member;
Energy and Commerce;House;115;2017;2018;Bill Johnson;Bill;Johnson;Republican;OH;Member;
Energy and Commerce;House;115;2017;2018;Billy Long;Billy;Long;Republican;MO;Member;
Energy and Commerce;House;115;2017;2018;Larry Bucshon;Larry;Bucshon;Republican;IN;Member;
Energy and Commerce;House;115;2017;2018;Bill Flores;Bill;Flores;Republican;TX;Member;
Energy and Commerce;House;115;2017;2018;Susan Brooks;Susan;Brooks;Republican;IN;Member;
Energy and Commerce;House;115;2017;2018;Markwayne Mullin;Markwayne;Mullin;Republican;OK;Member;
Energy and Commerce;House;115;2017;2018;Richard Hudson;Richard;Hudson;Republican;NC;Member;
Energy and Commerce;House;115;2017;2018;Chris Collins;Chris;Collins;Republican;NY;Member;
Energy and Commerce;House;115;2017;2018;Kevin Cramer;Kevin;Cramer;Republican;ND;Member;
Energy and Commerce;House;115;2017;2018;Tim Walberg;Tim;Walberg;Republican;MI;Member;
Energy and Commerce;House;115;2017;2018;Mimi Walters;Mimi;Walters;Republican;CA;Member;
Energy and Commerce;House;115;2017;2018;Ryan Costello;Ryan;Costello;Republican;PA;Member;
Energy and Commerce;House;115;2017;2018;Bobby Rush;Bobby;Rush;Democrat;IL;Member;
Energy and Commerce;House;115;2017;2018;Anna Eshoo;Anna;Eshoo;Democrat;CA;Member;
Energy and Commerce;House;115;2017;2018;Eliot Engel;Eliot;Engel;Democrat;NY;Member;
Energy and Commerce;House;115;2017;2018;Gene Green;Gene;Green;Democrat;TX;Member;
Energy and Commerce;House;115;2017;2018;Diana DeGette;Diana;DeGette;Democrat;CO;Member;
Energy and Commerce;House;115;2017;2018;Mike Doyle;Mike;Doyle;Democrat;PA;Member;
Energy and Commerce;House;115;2017;2018;Jan Schakowsky;Jan;Schakowsky;Democrat;IL;Member;
Energy and Commerce;House;115;2017;2018;G. K. Butterfield;G. K.;Butterfield;Democrat;NC;Member;
Energy and Commerce;House;115;2017;2018;Doris Matsui;Doris;Matsui;Democrat;CA;Member;
Energy and Commerce;House;115;2017;2018;Kathy Castor;Kathy;Castor;Democrat;FL;Member;
Energy and Commerce;House;115;2017;2018;John Sarbanes;John;Sarbanes;Democrat;MD;Member;
Energy and Commerce;House;115;2017;2018;Jerry McNerney;Jerry;McNerney;Democrat;CA;Member;
Energy and Commerce;House;115;2017;2018;Peter Welch;Peter;Welch;Democrat;VT;Member;
Energy and Commerce;House;115;2017;2018;Ben Ray Luján;Ben Ray;Luján;Democrat;NM;Member;
Energy and Commerce;House;115;2017;2018;Paul Tonko;Paul;Tonko;Democrat;NY;Member;
Energy and Commerce;House;115;2017;2018;Yvette Clarke;Yvette;Clarke;Democrat;NY;Member;
Energy and Commerce;House;115;2017;2018;David Loebsack;David;Loebsack;Democrat;IA;Member;
Energy and Commerce;House;115;2017;2018;Kurt Schrader;Kurt;Schrader;Democrat;OR;Member;
Energy and Commerce;House;115;2017;2018;Joseph Kennedy III;Joseph Kennedy;III;Democrat;MA;Member;
Energy and Commerce;House;115;2017;2018;Tony Cárdenas;Tony;Cárdenas;Democrat;CA;Member;
Energy and Commerce;House;115;2017;2018;Raul Ruiz;Raul;Ruiz;Democrat;CA;Member;
Energy and Commerce;House;115;2017;2018;Scott Peters;Scott;Peters;Democrat;CA;Member;
Energy and Commerce;House;115;2017;2018;Debbie Dingell;Debbie;Dingell;Democrat;MI;Member;
Intelligence;House;115;2017;2018;Mike Conaway;Mike;Conaway;Republican;TX;Member;
Intelligence;House;115;2017;2018;Peter King;Peter;King;Republican;NY;Member;
Intelligence;House;115;2017;2018;Frank LoBiondo;Frank;LoBiondo;Republican;NJ;Member;
Intelligence;House;115;2017;2018;Tom Rooney;Tom;Rooney;Republican;FL;Member;
Intelligence;House;115;2017;2018;Ileana Ros-Lehtinen;Ileana;Ros-Lehtinen;Republican;FL;Member;
Intelligence;House;115;2017;2018;Michael Turner;Michael;Turner;Republican;OH;Member;
Intelligence;House;115;2017;2018;Brad Wenstrup;Brad;Wenstrup;Republican;OH;Member;
Intelligence;House;115;2017;2018;Chris Stewart;Chris;Stewart;Republican;UT;Member;
Intelligence;House;115;2017;2018;Rick Crawford;Rick;Crawford;Republican;AR;Member;
Intelligence;House;115;2017;2018;Trey Gowdy;Trey;Gowdy;Republican;SC;Member;
Intelligence;House;115;2017;2018;Elise Stefanik;Elise;Stefanik;Republican;NY;Member;
Intelligence;House;115;2017;2018;Will Hurd;Will;Hurd;Republican;TX;Member;
Intelligence;House;115;2017;2018;Jim Himes;Jim;Himes;Democrat;CT;Member;
Intelligence;House;115;2017;2018;Terri Sewell;Terri;Sewell;Democrat;AL;Member;
Intelligence;House;115;2017;2018;Andre Carson;Andre;Carson;Democrat;IN;Member;
Intelligence;House;115;2017;2018;Jackie Speier;Jackie;Speier;Democrat;CA;Member;
Intelligence;House;115;2017;2018;Mike Quigley;Mike;Quigley;Democrat;IL;Member;
Intelligence;House;115;2017;2018;Eric Swalwell;Eric;Swalwell;Democrat;CA;Member;
Intelligence;House;115;2017;2018;Joaquin Castro;Joaquin;Castro;Democrat;TX;Member;
Intelligence;House;115;2017;2018;Denny Heck;Denny;Heck;Democrat;WA;Member;
Appropriations;House;116;2019;2020;Marcy Kaptur;Marcy;Kaptur;Democrat;OH;Member;
Appropriations;House;116;2019;2020;Pete Visclosky;Pete;Visclosky;Democrat;IN;Member;
Appropriations;House;116;2019;2020;José Serrano;José;Serrano;Democrat;NY;Member;
Appropriations;House;116;2019;2020;Rosa DeLauro;Rosa;DeLauro;Democrat;CT;Member;
Appropriations;House;116;2019;2020;David Price;David;Price;Democrat;NC;Member;
Appropriations;House;116;2019;2020;Tom Cole;Tom;Cole;Republican;OK;Member;
Appropriations;House;116;2019;2020;Hal Rogers;Hal;Rogers;Republican;KY;Member;
Appropriations;House;116;2019;2020;Robert Aderholt;Robert;Aderholt;Republican;AL;Member;
Appropriations;House;117;2021;2022;Marcy Kaptur;Marcy;Kaptur;Democrat;OH;Member;
Appropriations;House;117;2021;2022;David Price;David;Price;Democrat;NC;Member;
Appropriations;House;117;2021;2022;Tom Cole;Tom;Cole;Republican;OK;Member;
Appropriations;House;117;2021;2022;Hal Rogers;Hal;Rogers;Republican;KY;Member;
Appropriations;House;117;2021;2022;Robert Aderholt;Robert;Aderholt;Republican;AL;Member;
Appropriations;House;118;2023;2024;Tom Cole;Tom;Cole;Republican;OK;Member;
Appropriations;House;118;2023;2024;Hal Rogers;Hal;Rogers;Republican;KY;Member;
Appropriations;House;118;2023;2024;Robert Aderholt;Robert;Aderholt;Republican;AL;Member;
Appropriations;House;118;2023;2024;Marcy Kaptur;Marcy;Kaptur;Democrat;OH;Member;
Appropriations;House;118;2023;2024;David Joyce;David;Joyce;Republican;OH;Member;
Armed Services;House;116;2019;2020;Joe Wilson;Joe;Wilson;Republican;SC;Member;
Armed Services;House;116;2019;2020;Rob Wittman;Rob;Wittman;Republican;VA;Member;
Armed Services;House;116;2019;2020;Mike Rogers;Mike;Rogers;Republican;AL;Member;
Armed Services;House;116;2019;2020;Joe Courtney;Joe;Courtney;Democrat;CT;Member;
Armed Services;House;116;2019;2020;Jim Langevin;Jim;Langevin;Democrat;RI;Member;
Armed Services;House;116;2019;2020;Rick Larsen;Rick;Larsen;Democrat;WA;Member;
Armed Services;House;117;2021;2022;Joe Wilson;Joe;Wilson;Republican;SC;Member;
Armed Services;House;117;2021;2022;Rob Wittman;Rob;Wittman;Republican;VA;Member;
Armed Services;House;117;2021;2022;Joe Courtney;Joe;Courtney;Democrat;CT;Member;
Armed Services;House;117;2021;2022;Jim Langevin;Jim;Langevin;Democrat;RI;Member;
Armed Services;House;117;2021;2022;Rick Larsen;Rick;Larsen;Democrat;WA;Member;
Armed Services;House;118;2023;2024;Joe Wilson;Joe;Wilson;Republican;SC;Member;
Armed Services;House;118;2023;2024;Rob Wittman;Rob;Wittman;Republican;VA;Member;
Armed Services;House;118;2023;2024;Joe Courtney;Joe;Courtney;Democrat;CT;Member;
Armed Services;House;118;2023;2024;Rick Larsen;Rick;Larsen;Democrat;WA;Member;
Armed Services;House;118;2023;2024;Jim Cooper;Jim;Cooper;Democrat;TN;Member;
Energy and Commerce;House;116;2019;2020;Anna Eshoo;Anna;Eshoo;Democrat;CA;Member;
Energy and Commerce;House;116;2019;2020;Diana DeGette;Diana;DeGette;Democrat;CO;Member;
Energy and Commerce;House;116;2019;2020;Bob Latta;Bob;Latta;Republican;OH;Member;
Energy and Commerce;House;116;2019;2020;Cathy McMorris Rodgers;Cathy McMorris;Rodgers;Republican;WA;Member;
Energy and Commerce;House;116;2019;2020;Gus Bilirakis;Gus;Bilirakis;Republican;FL;Member;
Energy and Commerce;House;117;2021;2022;Anna Eshoo;Anna;Eshoo;Democrat;CA;Member;
Energy and Commerce;House;117;2021;2022;Diana DeGette;Diana;DeGette;Democrat;CO;Member;
Energy and Commerce;House;117;2021;2022;Bob Latta;Bob;Latta;Republican;OH;Member;
Energy and Commerce;House;117;2021;2022;Gus Bilirakis;Gus;Bilirakis;Republican;FL;Member;
Energy and Commerce;House;118;2023;2024;Anna Eshoo;Anna;Eshoo;Democrat;CA;Member;
Energy and Commerce;House;118;2023;2024;Diana DeGette;Diana;DeGette;Democrat;CO;Member;
Energy and Commerce;House;118;2023;2024;Bob Latta;Bob;Latta;Republican;OH;Member;
Energy and Commerce;House;118;2023;2024;Gus Bilirakis;Gus;Bilirakis;Republican;FL;Member;
Energy and Commerce;House;118;2023;2024;Brett Guthrie;Brett;Guthrie;Republican;KY;Member;
Intelligence;House;116;2019;2020;Jim Himes;Jim;Himes;Democrat;CT;Member;
Intelligence;House;116;2019;2020;Mike Conaway;Mike;Conaway;Republican;TX;Member;
Intelligence;House;116;2019;2020;Peter King;Peter;King;Republican;NY;Member;
Intelligence;House;117;2021;2022;Jim Himes;Jim;Himes;Democrat;CT;Member;
Intelligence;House;117;2021;2022;Mike Turner;Mike;Turner;Republican;OH;Member;
Intelligence;House;118;2023;2024;Rick Crawford;Rick;Crawford;Republican;AR;Member;
Intelligence;House;118;2023;2024;Darin LaHood;Darin;LaHood;Republican;IL;Member;
Judiciary;House;117;2021;2022;Zoe Lofgren;Zoe;Lofgren;Democrat;CA;Member;
Judiciary;House;117;2021;2022;Sheila Jackson Lee;Sheila Jackson;Lee;Democrat;TX;Member;
Judiciary;House;117;2021;2022;Steve Cohen;Steve;Cohen;Democrat;TN;Member;
Judiciary;House;117;2021;2022;Hank Johnson;Hank;Johnson;Democrat;GA;Member;
Judiciary;House;117;2021;2022;Hakeem Jeffries;Hakeem;Jeffries;Democrat;NY;Member;
Judiciary;House;117;2021;2022;David Cicilline;David;Cicilline;Democrat;RI;Member;
Judiciary;House;117;2021;2022;Eric Swalwell;Eric;Swalwell;Democrat;CA;Member;
Judiciary;House;117;2021;2022;Ted Lieu;Ted;Lieu;Democrat;CA;Member;
Judiciary;House;117;2021;2022;Jamie Raskin;Jamie;Raskin;Democrat;MD;Member;
Judiciary;House;117;2021;2022;Pramila Jayapal;Pramila;Jayapal;Democrat;WA;Member;
Judiciary;House;117;2021;2022;Val Demings;Val;Demings;Democrat;FL;Member;
Judiciary;House;117;2021;2022;Lou Correa;Lou;Correa;Democrat;CA;Member;
Judiciary;House;117;2021;2022;Mary Gay Scanlon;Mary Gay;Scanlon;Democrat;PA;Member;
Judiciary;House;117;2021;2022;Joe Neguse;Joe;Neguse;Democrat;CO;Member;
Judiciary;House;117;2021;2022;Lucy McBath;Lucy;McBath;Democrat;GA;Member;
Judiciary;House;117;2021;2022;Greg Stanton;Greg;Stanton;Democrat;AZ;Member;
Judiciary;House;117;2021;2022;Madeleine Dean;Madeleine;Dean;Democrat;PA;Member;
Judiciary;House;117;2021;2022;Veronica Escobar;Veronica;Escobar;Democrat;TX;Member;
Judiciary;House;117;2021;2022;Mondaire Jones;Mondaire;Jones;Democrat;NY;Member;
Judiciary;House;117;2021;2022;Deborah Ross;Deborah;Ross;Democrat;NC;Member;
Judiciary;House;117;2021;2022;Cori Bush;Cori;Bush;Democrat;MO;Member;
Judiciary;House;117;2021;2022;Steve Chabot;Steve;Chabot;Republican;OH;Member;
Judiciary;House;117;2021;2022;Louie Gohmert;Louie;Gohmert;Republican;TX;Member;
Judiciary;House;117;2021;2022;Darrell Issa;Darrell;Issa;Republican;CA;Member;
Judiciary;House;117;2021;2022;Ken Buck;Ken;Buck;Republican;CO;Member;
Judiciary;House;117;2021;2022;Matt Gaetz;Matt;Gaetz;Republican;FL;Member;
Judiciary;House;117;2021;2022;Mike Johnson;Mike;Johnson;Republican;LA;Member;
Judiciary;House;117;2021;2022;Andy Biggs;Andy;Biggs;Republican;AZ;Member;
Judiciary;House;117;2021;2022;Tom McClintock;Tom;McClintock;Republican;CA;Member;
Judiciary;House;117;2021;2022;Tom Tiffany;Tom;Tiffany;Republican;WI;Member;
Judiciary;House;117;2021;2022;Thomas Massie;Thomas;Massie;Republican;KY;Member;
Judiciary;House;117;2021;2022;Chip Roy;Chip;Roy;Republican;TX;Member;
Judiciary;House;117;2021;2022;Dan Bishop;Dan;Bishop;Republican;NC;Member;
Judiciary;House;117;2021;2022;Michelle Fischbach;Michelle;Fischbach;Republican;MN;Member;
Judiciary;House;117;2021;2022;Victoria Spartz;Victoria;Spartz;Republican;IN;Member;
Judiciary;House;117;2021;2022;Scott Fitzgerald;Scott;Fitzgerald;Republican;WI;Member;
Judiciary;House;117;2021;2022;Cliff Bentz;Cliff;Bentz;Republican;OR;Member;
Judiciary;House;117;2021;2022;Burgess Owens;Burgess;Owens;Republican;UT;Member;
Judiciary;House;118;2023;2024;Darrell Issa;Darrell;Issa;Republican;CA;Member;
Judiciary;House;118;2023;2024;Ken Buck;Ken;Buck;Republican;CO;Member;
Judiciary;House;118;2023;2024;Matt Gaetz;Matt;Gaetz;Republican;FL;Member;
Judiciary;House;118;2023;2024;Mike Johnson;Mike;Johnson;Republican;LA;Member;
Judiciary;House;118;2023;2024;Andy Biggs;Andy;Biggs;Republican;AZ;Member;
Judiciary;House;118;2023;2024;Tom McClintock;Tom;McClintock;Republican;CA;Member;
Judiciary;House;118;2023;2024;Tom Tiffany;Tom;Tiffany;Republican;WI;Member;
Judiciary;House;118;2023;2024;Thomas Massie;Thomas;Massie;Republican;KY;Member;
Judiciary;House;118;2023;2024;Chip Roy;Chip;Roy;Republican;TX;Member;
Judiciary;House;118;2023;2024;Dan Bishop;Dan;Bishop;Republican;NC;Member;
Judiciary;House;118;2023;2024;Victoria Spartz;Victoria;Spartz;Republican;IN;Member;
Judiciary;House;118;2023;2024;Scott Fitzgerald;Scott;Fitzgerald;Republican;WI;Member;
Judiciary;House;118;2023;2024;Cliff Bentz;Cliff;Bentz;Republican;OR;Member;
Judiciary;House;118;2023;2024;Ben Cline;Ben;Cline;Republican;VA;Member;
Judiciary;House;118;2023;2024;Lance Gooden;Lance;Gooden;Republican;TX;Member;
Judiciary;House;118;2023;2024;Jeff Van Drew;Jeff Van;Drew;Republican;NJ;Member;
Judiciary;House;118;2023;2024;Troy Nehls;Troy;Nehls;Republican;TX;Member;
Judiciary;House;118;2023;2024;Barry Moore;Barry;Moore;Republican;AL;Member;
Judiciary;House;118;2023;2024;Kevin Kiley;Kevin;Kiley;Republican;CA;Member;
Judiciary;House;118;2023;2024;Harriet Hageman;Harriet;Hageman;Republican;WY;Member;
Judiciary;House;118;2023;2024;Nathaniel Moran;Nathaniel;Moran;Republican;TX;Member;
Judiciary;House;118;2023;2024;Laurel Lee;Laurel;Lee;Republican;FL;Member;
Judiciary;House;118;2023;2024;Wesley Hunt;Wesley;Hunt;Republican;TX;Member;
Judiciary;House;118;2023;2024;Russell Fry;Russell;Fry;Republican;SC;Member;
Judiciary;House;118;2023;2024;Kelly Armstrong;Kelly;Armstrong;Republican;ND;Member;
Judiciary;House;118;2023;2024;Zoe Lofgren;Zoe;Lofgren;Democrat;CA;Member;
Judiciary;House;118;2023;2024;Sheila Jackson Lee;Sheila Jackson;Lee;Democrat;TX;Member;
Judiciary;House;118;2023;2024;Steve Cohen;Steve;Cohen;Democrat;TN;Member;
Judiciary;House;118;2023;2024;Hank Johnson;Hank;Johnson;Democrat;GA;Member;
Judiciary;House;118;2023;2024;Adam Schiff;Adam;Schiff;Democrat;CA;Member;
Judiciary;House;118;2023;2024;David Cicilline;David;Cicilline;Democrat;RI;Member;
Judiciary;House;118;2023;2024;Eric Swalwell;Eric;Swalwell;Democrat;CA;Member;
Judiciary;House;118;2023;2024;Ted Lieu;Ted;Lieu;Democrat;CA;Member;
Judiciary;House;118;2023;2024;Pramila Jayapal;Pramila;Jayapal;Democrat;WA;Member;
Judiciary;House;118;2023;2024;Lou Correa;Lou;Correa;Democrat;CA;Member;
Judiciary;House;118;2023;2024;Mary Gay Scanlon;Mary Gay;Scanlon;Democrat;PA;Member;
Judiciary;House;118;2023;2024;Joe Neguse;Joe;Neguse;Democrat;CO;Member;
Judiciary;House;118;2023;2024;Lucy McBath;Lucy;McBath;Democrat;GA;Member;
Judiciary;House;118;2023;2024;Madeleine Dean;Madeleine;Dean;Democrat;PA;Member;
Judiciary;House;118;2023;2024;Veronica Escobar;Veronica;Escobar;Democrat;TX;Member;
Judiciary;House;118;2023;2024;Deborah Ross;Deborah;Ross;Democrat;NC;Member;
Judiciary;House;118;2023;2024;Cori Bush;Cori;Bush;Democrat;MO;Member;
Judiciary;House;118;2023;2024;Glenn Ivey;Glenn;Ivey;Democrat;MD;Member;
Judiciary;House;118;2023;2024;Becca Balint;Becca;Balint;Democrat;VT;Member;
Judiciary;House;118;2023;2024;Chuy García;Chuy;García;Democrat;IL;Member;
Judiciary;House;118;2023;2024;Erica Lee Carter;Erica Lee;Carter;Democrat;LA;Member;
Agriculture;House;115;2017;2018;Bob Goodlatte;Bob;Goodlatte;Republican;VA;Member;
Agriculture;House;115;2017;2018;Frank Lucas;Frank;Lucas;Republican;OK;Member;
Agriculture;House;115;2017;2018;David Scott;David;Scott;Democrat;GA;Member;
Agriculture;House;116;2019;2020;David Scott;David;Scott;Democrat;GA;Member;
Agriculture;House;116;2019;2020;Frank Lucas;Frank;Lucas;Republican;OK;Member;
Agriculture;House;117;2021;2022;Jim Costa;Jim;Costa;Democrat;CA;Member;
Agriculture;House;117;2021;2022;Frank Lucas;Frank;Lucas;Republican;OK;Member;
Agriculture;House;118;2023;2024;Frank Lucas;Frank;Lucas;Republican;OK;Member;
Agriculture;House;118;2023;2024;Jim Costa;Jim;Costa;Democrat;CA;Member;
Homeland Security;House;115;2017;2018;John Katko;John;Katko;Republican;NY;Member;
Homeland Security;House;116;2019;2020;John Katko;John;Katko;Republican;NY;Member;
Homeland Security;House;117;2021;2022;Sheila Jackson Lee;Sheila Jackson;Lee;Democrat;TX;Member;
Homeland Security;House;118;2023;2024;Clay Higgins;Clay;Higgins;Republican;LA;Member;
Education and Workforce;House;115;2017;2018;Joe Wilson;Joe;Wilson;Republican;SC;Member;
Education and Workforce;House;116;2019;2020;Frederica Wilson;Frederica;Wilson;Democrat;FL;Member;
Education and Workforce;House;117;2021;2022;Frederica Wilson;Frederica;Wilson;Democrat;FL;Member;
Education and Workforce;House;118;2023;2024;Tim Walberg;Tim;Walberg;Republican;MI;Member;
Natural Resources;House;115;2017;2018;Don Young;Don;Young;Republican;AK;Member;
Natural Resources;House;116;2019;2020;Debra Haaland;Debra;Haaland;Democrat;NM;Member;
Natural Resources;House;117;2021;2022;Jared Huffman;Jared;Huffman;Democrat;CA;Member;
Natural Resources;House;118;2023;2024;Cliff Bentz;Cliff;Bentz;Republican;OR;Member;
Science; Space and Technology;House;115;2017;2018;Frank Lucas;Frank;Lucas;Republican;OK;Member
Science; Space and Technology;House;116;2019;2020;Suzanne Bonamici;Suzanne;Bonamici;Democrat;OR;Member
Science; Space and Technology;House;117;2021;2022;Suzanne Bonamici;Suzanne;Bonamici;Democrat;OR;Member
Science; Space and Technology;House;118;2023;2024;Randy Weber;Randy;Weber;Republican;TX;Member
Oversight and Accountability;House;115;2017;2018;Trey Gowdy;Trey;Gowdy;Republican;SC;Member;
Oversight and Accountability;House;116;2019;2020;Carolyn Maloney;Carolyn;Maloney;Democrat;NY;Member;
Oversight and Accountability;House;117;2021;2022;Jamie Raskin;Jamie;Raskin;Democrat;MD;Member;
Oversight and Accountability;House;118;2023;2024;Nancy Mace;Nancy;Mace;Republican;SC;Member;
Agriculture;House;115;2017;2018;Steve King;Steve;King;Republican;IA;Member;
Agriculture;House;115;2017;2018;Mike Rogers;Mike;Rogers;Republican;AL;Member;
Agriculture;House;115;2017;2018;Glenn Thompson;Glenn;Thompson;Republican;PA;Vice Chair;
Agriculture;House;115;2017;2018;Bob Gibbs;Bob;Gibbs;Republican;OH;Member;
Agriculture;House;115;2017;2018;Austin Scott;Austin;Scott;Republican;GA;Member;
Agriculture;House;115;2017;2018;Rick Crawford;Rick;Crawford;Republican;AR;Member;
Agriculture;House;115;2017;2018;Scott DesJarlais;Scott;DesJarlais;Republican;TN;Member;
Agriculture;House;115;2017;2018;Vicky Hartzler;Vicky;Hartzler;Republican;MO;Member;
Agriculture;House;115;2017;2018;Jeff Denham;Jeff;Denham;Republican;CA;Member;
Agriculture;House;115;2017;2018;Doug LaMalfa;Doug;LaMalfa;Republican;CA;Member;
Agriculture;House;115;2017;2018;Rodney Davis;Rodney;Davis;Republican;IL;Member;
Agriculture;House;115;2017;2018;Ted Yoho;Ted;Yoho;Republican;FL;Member;
Agriculture;House;115;2017;2018;Rick Allen;Rick;Allen;Republican;GA;Member;
Agriculture;House;115;2017;2018;Mike Bost;Mike;Bost;Republican;IL;Member;
Agriculture;House;115;2017;2018;David Rouzer;David;Rouzer;Republican;NC;Member;
Agriculture;House;115;2017;2018;Ralph Lee Abraham;Ralph Lee;Abraham;Republican;LA;Member;
Agriculture;House;115;2017;2018;Trent Kelly;Trent;Kelly;Republican;MS;Member;
Agriculture;House;115;2017;2018;James Comer;James;Comer;Republican;KY;Member;
Agriculture;House;115;2017;2018;Roger Marshall;Roger;Marshall;Republican;KS;Member;
Agriculture;House;115;2017;2018;Don Bacon;Don;Bacon;Republican;NE;Member;
Agriculture;House;115;2017;2018;John Faso;John;Faso;Republican;NY;Member;
Agriculture;House;115;2017;2018;Neal Dunn;Neal;Dunn;Republican;FL;Member;
Agriculture;House;115;2017;2018;Jodey Arrington;Jodey;Arrington;Republican;TX;Member;
Agriculture;House;115;2017;2018;Jim Costa;Jim;Costa;Democrat;CA;Member;
Agriculture;House;115;2017;2018;Tim Walz;Tim;Walz;Democrat;MN;Member;
Agriculture;House;115;2017;2018;Marcia Fudge;Marcia;Fudge;Democrat;OH;Member;
Agriculture;House;115;2017;2018;Jim McGovern;Jim;McGovern;Democrat;MA;Member;
Agriculture;House;115;2017;2018;Filemon Vela Jr.;Filemon Vela;Jr.;Democrat;TX;Vice Ranking Member;
Agriculture;House;115;2017;2018;Michelle Lujan Grisham;Michelle Lujan;Grisham;Democrat;NM;Member;
Agriculture;House;115;2017;2018;Ann Kuster;Ann;Kuster;Democrat;NH;Member;
Agriculture;House;115;2017;2018;Rick Nolan;Rick;Nolan;Democrat;MN;Member;
Agriculture;House;115;2017;2018;Cheri Bustos;Cheri;Bustos;Democrat;IL;Member;
Agriculture;House;115;2017;2018;Sean Patrick Maloney;Sean Patrick;Maloney;Democrat;NY;Member;
Agriculture;House;115;2017;2018;Stacey Plaskett;Stacey;Plaskett;Democrat;VI;Member;
Agriculture;House;115;2017;2018;Alma Adams;Alma;Adams;Democrat;NC;Member;
Agriculture;House;115;2017;2018;Dwight Evans;Dwight;Evans;Democrat;PA;Member;
Agriculture;House;115;2017;2018;Al Lawson;Al;Lawson;Democrat;FL;Member;
Agriculture;House;115;2017;2018;Tom O'Halleran;Tom;O'Halleran;Democrat;AZ;Member;
Agriculture;House;115;2017;2018;Jimmy Panetta;Jimmy;Panetta;Democrat;CA;Member;
Agriculture;House;115;2017;2018;Darren Soto;Darren;Soto;Democrat;FL;Member;
Agriculture;House;115;2017;2018;Lisa Blunt Rochester;Lisa Blunt;Rochester;Democrat;DE;Member;
Foreign Affairs;House;115;2017;2018;Christopher Smith;Christopher;Smith;Republican;NJ;Member;
Foreign Affairs;House;115;2017;2018;Ileana Ros-Lehtinen;Ileana;Ros-Lehtinen;Republican;FL;Member;
Foreign Affairs;House;115;2017;2018;Dana Rohrabacher;Dana;Rohrabacher;Republican;CA;Member;
Foreign Affairs;House;115;2017;2018;Brad Sherman;Brad;Sherman;Democrat;CA;Member;
Foreign Affairs;House;115;2017;2018;Gregory Meeks;Gregory;Meeks;Democrat;NY;Member;
Foreign Affairs;House;116;2019;2020;Brad Sherman;Brad;Sherman;Democrat;CA;Member;
Foreign Affairs;House;116;2019;2020;Gregory Meeks;Gregory;Meeks;Democrat;NY;Member;
Foreign Affairs;House;116;2019;2020;Christopher Smith;Christopher;Smith;Republican;NJ;Member;
Foreign Affairs;House;116;2019;2020;Ted Deutch;Ted;Deutch;Democrat;FL;Member;
Foreign Affairs;House;117;2021;2022;Brad Sherman;Brad;Sherman;Democrat;CA;Member;
Foreign Affairs;House;117;2021;2022;Christopher Smith;Christopher;Smith;Republican;NJ;Member;
Foreign Affairs;House;117;2021;2022;Ted Deutch;Ted;Deutch;Democrat;FL;Member;
Foreign Affairs;House;117;2021;2022;Ami Bera;Ami;Bera;Democrat;CA;Member;
Foreign Affairs;House;118;2023;2024;Christopher Smith;Christopher;Smith;Republican;NJ;Member;
Foreign Affairs;House;118;2023;2024;Brad Sherman;Brad;Sherman;Democrat;CA;Member;
Foreign Affairs;House;118;2023;2024;Ami Bera;Ami;Bera;Democrat;CA;Member;
Foreign Affairs;House;118;2023;2024;Joe Wilson;Joe;Wilson;Republican;SC;Member;
Transportation and Infrastructure;House;115;2017;2018;Don Young;Don;Young;Republican;AK;Member;
Transportation and Infrastructure;House;115;2017;2018;John Duncan;John;Duncan;Republican;TN;Member;
